BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
"0   ",0,2009,2,14,Banana,BARPETA,29,KHARIF,HORTICULTURE,ASSAM,"ASKING ABOUT CONTROL MEASURE OF PSEUDOSTEM BORER OF BANANA","SUGGESTED TO GIVE A SPRAY WITH 01 MALATHION 50 EC  2MLLITER OF WATER AND APPLY CARBOFURAN 3G GRANULES IN SOIL  40GMPLANT",26.3459,91.0397
"0   ",0,2009,6,3,Banana,BONGAIGAON,29,JAYAD,HORTICULTURE,ASSAM,"ASKED ABOUT CONTROL OF BANANA STEM BORER","SUGGESTED TO UPROOT AND BURN THE INFECTED PLANTS AND TO SPRAY ENDOSULFAN 35 EC 15 MLLITRE OF WATER",26.48,90.558
"0   ",0,2009,9,7,Banana,MARIGOAN,29,JAYAD,HORTICULTURE,ASSAM,"ASKING FOR THE CONTROL MEASURE TO CONTROL PSEUDOSTEM BORER IN BANANA","SUGGESTED MRLAHON TO APPLY CARBOFURAN 3G 40 GRAM PER PLANT IN TRENCH SYSTEM AND TO SPRAY MALATHION 35EC  1 ML PER LITRE OF WATER TO GET RID OFF THESE PESTS",26.4074,93.2551
"0   ",0,2009,10,14,Banana,MADHEPURA,29,KHARIF,HORTICULTURE,BIHAR,"STEM BORER IN BANANA","SOIL-DRENCHING WITH CARBOFURAN3G10-12 GRANULES",25.7806,86.9365
"0   ",0,2009,5,14,Banana,"BANGALORE RURAL",29,RABI,HORTICULTURE,KARNATAKA,"stem borer in banana",given,13.0011,77.3361
"0   ",0,2009,4,21,Banana,CHAMARAJANAGAR,29,RABI,HORTICULTURE,KARNATAKA,"control of stem borer in banana","spray chloropyriphos  25 ml per liter",11.9544,77.1069
"0   ",0,2009,7,10,Banana,SOLAPUR,29,JAYAD,HORTICULTURE,MAHARASHTRA,"CONTROL MEASURE FOR BANANA STEM BORER","PLZ SPRAY QUINOLPHOS 25 EC 20 ML IN 10 LIT OF WATER",17.8499,75.2763
"0   ",0,2009,3,21,Banana,"IMPHAL WEST",29,JAYAD,HORTICULTURE,MANIPUR,"ASKING ABOUT CONTROL OF STEM BORER IN BANANA","SUGGESTED TO SPRAY ENDOSULFAN  2MLLITER OF WATER OR CARBARYL 50 WP  4GLITER OF WATER CARE SHOULD BE TAKEN TO SPRAY AT THE BASE OF PLANT",24.7573,93.8585
"0   ",0,2009,4,26,Banana,"IMPHAL WEST",29,RABI,HORTICULTURE,MANIPUR,"ASKING ABOUT THE STEM BORER IN BANANA","SUGGESTED TO SPRAY ENDOSULFAN 35 EC  2MLLT OF WATER AT 15 DAYS OF INTERVAL",24.7573,93.8585
"0   ",0,2009,9,29,Banana,"IMPHAL WEST",29,KHARIF,HORTICULTURE,MANIPUR,"ASKING ABOUT THE CONTROL MEASURE OF STEM BORER IN BANANA","SUGGESTED TO SPRAY MALATHION 50 EC  2ML OR CARBARYL 50 WP 4 GMLT OF WATERCARE SHOULD BE TAKEN TO SPRAY AT THE BASE OF THE PLANT ",24.7573,93.8585
